strain	Antibiotic	Resistance.phenotype	Measurement.sign	Measurement	Measurement.units	Laboratory.Typing.Method	Testing.standard	Testing.standard.year.or.version	Laboratory.Typing.Platform	Vendor	Laboratory.Typing.Method.Version.or.Reagent	Accession	Sample.Accession	Study.Accession	PMID	Lab.Contact	Source.Type	Host	Source.details	Infection.status	Country	City	Collection.Year
Kp4184	ciprofloxacin	S	-	25	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030695	SAMEA110371260	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp4171	ciprofloxacin	S	-	28	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030677	SAMEA110371242	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp4164	ciprofloxacin	S	-	29	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030668	SAMEA110371233	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp4129	ciprofloxacin	S	-	30	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030666	SAMEA110371231	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3851	ciprofloxacin	R	-	16	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030945	SAMEA110371510	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3725	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030923	SAMEA110371488	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3715	ciprofloxacin	R	-	12	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030922	SAMEA110371487	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3660	ciprofloxacin	R	-	12	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030921	SAMEA110371486	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3635	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030920	SAMEA110371485	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3509	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030919	SAMEA110371484	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3396	ciprofloxacin	R	-	21	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030918	SAMEA110371483	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3323	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030917	SAMEA110371482	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3292	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030916	SAMEA110371481	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3270	ciprofloxacin	R	-	10	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030915	SAMEA110371480	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3185	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030899	SAMEA110371464	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3046	ciprofloxacin	I	-	22	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030898	SAMEA110371463	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp3000	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030897	SAMEA110371462	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2895	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030875	SAMEA110371440	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2864	ciprofloxacin	R	-	12	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030874	SAMEA110371439	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2786	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030873	SAMEA110371438	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2741	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030872	SAMEA110371437	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2705	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030871	SAMEA110371436	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2651	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030870	SAMEA110371435	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2645	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030869	SAMEA110371434	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2606	ciprofloxacin	R	-	13	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030868	SAMEA110371433	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2605	ciprofloxacin	R	-	13	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030867	SAMEA110371432	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2587	ciprofloxacin	R	-	19	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030866	SAMEA110371431	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2568	ciprofloxacin	R	-	12	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030865	SAMEA110371430	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2497	ciprofloxacin	S	-	26	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030864	SAMEA110371429	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2476	ciprofloxacin	S	-	30	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030863	SAMEA110371428	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2463	ciprofloxacin	R	-	9	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030862	SAMEA110371427	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2454	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030828	SAMEA110371393	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2447	ciprofloxacin	R	-	13	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030827	SAMEA110371392	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2334	ciprofloxacin	S	-	28	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030826	SAMEA110371391	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2287	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031137	SAMEA110371702	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
Kp2224	ciprofloxacin	R	-	18	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030825	SAMEA110371390	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2200	ciprofloxacin	R	-	13	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030824	SAMEA110371389	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2169	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030823	SAMEA110371388	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp2162	ciprofloxacin	R	-	12	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030822	SAMEA110371387	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1990	ciprofloxacin	S	-	30	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030821	SAMEA110371386	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1945	ciprofloxacin	R	-	12	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031136	SAMEA110371701	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
Kp1924	ciprofloxacin	R	-	15	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031134	SAMEA110371699	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
Kp1528	ciprofloxacin	S	-	27	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030820	SAMEA110371385	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1507	ciprofloxacin	S	-	27	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030799	SAMEA110371364	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1495	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030798	SAMEA110371363	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1454	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030797	SAMEA110371362	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1209	ciprofloxacin	R	-	20	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030782	SAMEA110371347	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1144	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030781	SAMEA110371346	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1122	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030762	SAMEA110371327	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1094	ciprofloxacin	I	-	22	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030761	SAMEA110371326	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1088	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030760	SAMEA110371325	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1036	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030759	SAMEA110371324	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1032	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030758	SAMEA110371323	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1031	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030757	SAMEA110371322	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1025	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030742	SAMEA110371307	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1019	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030741	SAMEA110371306	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1010	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030740	SAMEA110371305	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1003	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030739	SAMEA110371304	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1001	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030738	SAMEA110371303	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp1000	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030737	SAMEA110371302	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_KP2270	ciprofloxacin	R	-	16	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030819	SAMEA110371384	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_KP1774	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030780	SAMEA110371345	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4999	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031050	SAMEA110371615	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4998	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031049	SAMEA110371614	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4997	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031048	SAMEA110371613	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4995	ciprofloxacin	S	-	28	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031047	SAMEA110371612	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4982	ciprofloxacin	S	-	25	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031045	SAMEA110371610	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4981	ciprofloxacin	R	-	18	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031044	SAMEA110371609	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4980	ciprofloxacin	S	-	25	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031043	SAMEA110371608	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4959	ciprofloxacin	R	-	20	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031041	SAMEA110371606	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4958	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031040	SAMEA110371605	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4955	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031037	SAMEA110371602	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4954	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031036	SAMEA110371601	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4953	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031035	SAMEA110371600	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4952	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031034	SAMEA110371599	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4949	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031033	SAMEA110371598	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4946	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031031	SAMEA110371596	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4944	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031029	SAMEA110371594	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4939	ciprofloxacin	R	-	17	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031025	SAMEA110371590	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4938	ciprofloxacin	R	-	17	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031024	SAMEA110371589	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4277	ciprofloxacin	S	-	25	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030692	SAMEA110371257	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4275	ciprofloxacin	S	-	25	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030689	SAMEA110371254	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4274	ciprofloxacin	S	-	28	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030688	SAMEA110371253	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4249	ciprofloxacin	S	-	29	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030662	SAMEA110371227	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4238	ciprofloxacin	S	-	27	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030658	SAMEA110371223	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4229	ciprofloxacin	S	-	26	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030657	SAMEA110371222	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_4028	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030895	SAMEA110371460	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3939	ciprofloxacin	S	-	27	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030724	SAMEA110371289	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3934	ciprofloxacin	S	-	25	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030716	SAMEA110371281	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3933	ciprofloxacin	S	-	25	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030894	SAMEA110371459	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3932	ciprofloxacin	I	-	24	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030715	SAMEA110371280	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3886	ciprofloxacin	R	-	12	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030954	SAMEA110371519	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3885	ciprofloxacin	S	-	27	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030953	SAMEA110371518	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3884	ciprofloxacin	S	-	26	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030952	SAMEA110371517	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3883	ciprofloxacin	R	-	15	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030951	SAMEA110371516	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3882	ciprofloxacin	R	-	15	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030950	SAMEA110371515	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3881	ciprofloxacin	R	-	15	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030949	SAMEA110371514	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3880	ciprofloxacin	R	-	15	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030948	SAMEA110371513	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_3878	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030947	SAMEA110371512	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_33_HUC	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031064	SAMEA110371629	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Centre	2011-2016
Kp_31_HUC	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031063	SAMEA110371628	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Centre	2011-2016
Kp_30_HUC	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031062	SAMEA110371627	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Centre	2011-2016
Kp_3_HUC	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031055	SAMEA110371620	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
Kp_29_HUC	ciprofloxacin	R	-	11	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031061	SAMEA110371626	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Centre	2011-2016
Kp_28_HUC	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031060	SAMEA110371625	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Centre	2011-2016
Kp_26_HUC	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031059	SAMEA110371624	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Centre	2011-2016
Kp_25_HUC	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031058	SAMEA110371623	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
Kp_2423	ciprofloxacin	S	-	29	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030817	SAMEA110371382	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_2313	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030813	SAMEA110371378	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_2307	ciprofloxacin	R	-	15	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030812	SAMEA110371377	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_2275	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030811	SAMEA110371376	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_2269	ciprofloxacin	R	-	6	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031133	SAMEA110371698	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
Kp_2267	ciprofloxacin	R	-	16	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031132	SAMEA110371697	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
Kp_2217	ciprofloxacin	R	-	7	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10030810	SAMEA110371375	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	Lisbon	2011-2016
Kp_2069	ciprofloxacin	R	-	15	mm	Disk diffusion	EUCAST	v11.0 	Manual	-	-	ERR10031131	SAMEA110371696	PRJEB38289	33753763	Taane Clark	Human	Human	Unknown	Infection	Portugal	North	2011-2016
